epoch,loss_sup,loss_consistency,lam,val_dice,val_iou
45,0.22734186053276062,0.005047684069722891,1.0,0.7627671957015991,0.648090124130249
46,0.22769673665364584,0.003253168659284711,1.0,0.7595904469490051,0.6426688432693481
47,0.2589482069015503,0.0043767213355749846,1.0,0.7453213930130005,0.6238774657249451
48,0.32888901233673096,0.005233090991775195,1.0,0.7799726724624634,0.6652100086212158
49,0.3465585559606552,0.007249051239341497,1.0,0.7950204014778137,0.6816054582595825
50,0.18908703327178955,0.0063128964975476265,1.0,0.7485546469688416,0.6259373426437378
51,0.19702618817488352,0.009305058047175407,1.0,0.7019532918930054,0.5701675415039062
52,0.2898002664248149,0.009767839219421148,1.0,0.7045961618423462,0.5738153457641602
53,0.2647443662087123,0.004995040517921249,1.0,0.7623893022537231,0.6415761709213257
54,0.2717774858077367,0.004212111933156848,1.0,0.7888868451118469,0.6744731664657593
55,0.29848740498224896,0.004924383790542682,1.0,0.7961864471435547,0.6835803985595703
56,0.2866221417983373,0.004519264834622542,1.0,0.7850679159164429,0.6710512042045593
57,0.2015455961227417,0.004297286194438736,1.0,0.7776811122894287,0.6602224111557007
58,0.2578861862421036,0.0060659364486734075,1.0,0.7896826863288879,0.672307550907135
59,0.2932463139295578,0.00522041879594326,1.0,0.8013576865196228,0.6842694282531738
60,0.29802703857421875,0.005617573391646147,1.0,0.7963686585426331,0.6770577430725098
61,0.2704676886399587,0.0063814873186250525,1.0,0.7775508165359497,0.6543049216270447
62,0.22853305439154306,0.0049311888093749685,1.0,0.7726675271987915,0.650444746017456
63,0.24585079153378805,0.003695304195086161,1.0,0.7941195964813232,0.6768766045570374
64,0.27327383557955426,0.004841796743373076,1.0,0.8097326755523682,0.6951814889907837
65,0.20806488891442618,0.006981865502893925,1.0,0.7793989777565002,0.6587385535240173
66,0.2592177490393321,0.006271516593794028,1.0,0.7561540603637695,0.6316167116165161
67,0.2160883198181788,0.009349507900575796,1.0,0.7488220930099487,0.6201257705688477
68,0.22376138965288797,0.0033810940415908894,1.0,0.7623670101165771,0.634437084197998
69,0.2674063841501872,0.007144965697079897,1.0,0.7604580521583557,0.635345458984375
70,0.2315018574396769,0.004371981757382552,1.0,0.7804554104804993,0.6632587909698486
71,0.23315603037675223,0.005464428570121527,1.0,0.7885774374008179,0.6743113994598389
72,0.24739269415537515,0.004855216791232427,1.0,0.7961621880531311,0.6801680326461792
73,0.19292699793974558,0.005285866713772218,1.0,0.8047628402709961,0.6858760118484497
74,0.2357880969842275,0.007541601235667865,1.0,0.7769337892532349,0.6522842645645142
75,0.22224120299021402,0.005041955349346002,1.0,0.7969480752944946,0.6803918480873108
76,0.2138571192820867,0.004597087235500415,1.0,0.7817220687866211,0.6641476154327393
77,0.23475279410680136,0.006984229199588299,1.0,0.7556899785995483,0.6357815861701965
78,0.19760772089163461,0.010977955845495066,1.0,0.746393620967865,0.624047040939331
79,0.1888604760169983,0.009357755848517021,1.0,0.7511715888977051,0.6298300623893738
80,0.23873474697271982,0.006078843958675861,1.0,0.7823666334152222,0.6684343814849854
81,0.22362246116002402,0.005000534001737833,1.0,0.8049708008766174,0.6945292949676514
82,0.24251691500345865,0.005842543517549832,1.0,0.8084256649017334,0.6951069831848145
83,0.2358095794916153,0.004051570547744632,1.0,0.7974215745925903,0.6789127588272095
84,0.21833346784114838,0.0036128778786708913,1.0,0.7879579067230225,0.666378378868103
85,0.19262532889842987,0.004203715284044544,1.0,0.7728555798530579,0.6500997543334961
86,0.22262437641620636,0.0031813959746311107,1.0,0.7863914966583252,0.6687210202217102
87,0.2584892809391022,0.0026853402766088643,1.0,0.8044224977493286,0.6912816762924194
88,0.18203599750995636,0.004808756445224087,1.0,0.8115864992141724,0.6989502906799316
89,0.2153542141119639,0.005355067551136017,1.0,0.7689304351806641,0.6429630517959595
90,0.2662742833296458,0.004842030039678018,1.0,0.7655928730964661,0.63905930519104
91,0.26369260748227435,0.003811347298324108,1.0,0.8093211650848389,0.6941831111907959
92,0.2648508499066035,0.004186040333782633,1.0,0.8051782846450806,0.6913865208625793
93,0.22977075477441153,0.003880666413654884,1.0,0.7891623377799988,0.6729501485824585
94,0.20726054906845093,0.005700557958334684,1.0,0.78070068359375,0.6616894006729126
95,0.22035439312458038,0.004171909298747778,1.0,0.8101052045822144,0.6952764987945557
96,0.20357433458169302,0.004765043500810862,1.0,0.8030425310134888,0.6841422319412231
97,0.22542205452919006,0.0037646842344353595,1.0,0.7738862633705139,0.6449040174484253
98,0.23609373470147452,0.004435013669232528,1.0,0.7890850305557251,0.664738118648529
99,0.22302751243114471,0.003045376157388091,1.0,0.8112635612487793,0.6943289041519165
100,0.24728376169999441,0.0047346170370777445,1.0,0.8458365201950073,0.7403473258018494
101,0.24377877513567606,0.00869680568575859,1.0,0.8433207869529724,0.7372640371322632
102,0.23790950079758963,0.0050631727402408915,1.0,0.8093310594558716,0.6914019584655762
103,0.23969922959804535,0.004871917733301719,1.0,0.7599161267280579,0.6288917064666748
104,0.18352764348189035,0.006731410666058461,1.0,0.7576335072517395,0.6278124451637268
105,0.2730001111825307,0.00784103355060021,1.0,0.8036772012710571,0.6860221028327942
106,0.17851642270882925,0.005557848295817773,1.0,0.830338180065155,0.7213785648345947
107,0.22415274381637573,0.00848163819561402,1.0,0.8174005746841431,0.7036246061325073
108,0.21684626241525015,0.003398147334034244,1.0,0.7731643915176392,0.6465349793434143
109,0.2377676417430242,0.004309424742435415,1.0,0.7534956932067871,0.6228654384613037
110,0.24548457066218057,0.0038840059035768113,1.0,0.7943869829177856,0.6744818687438965
111,0.2303375949462255,0.0033182172725598016,1.0,0.8203593492507935,0.7076174020767212
112,0.2339022159576416,0.004989783900479476,1.0,0.8124635219573975,0.6966165900230408
113,0.1889801174402237,0.0037610255337009826,1.0,0.7882672548294067,0.6641038656234741
114,0.2548011988401413,0.004973955452442169,1.0,0.7931578159332275,0.6696603298187256
115,0.187514657775561,0.004107924100632469,1.0,0.8029391765594482,0.681623101234436
116,0.22751255830128989,0.0038650367253770432,1.0,0.8045247793197632,0.6832904815673828
117,0.22359723349412283,0.004603366134688258,1.0,0.8084163069725037,0.6885795593261719
118,0.22045408189296722,0.0034480802714824677,1.0,0.8007471561431885,0.6784961819648743
119,0.2573952128489812,0.0039056388195604086,1.0,0.7903810739517212,0.6656557321548462
120,0.23839050034681955,0.005182096268981695,1.0,0.7950161695480347,0.6725072860717773
121,0.26482225954532623,0.007301872440924247,1.0,0.8235443830490112,0.7098859548568726
122,0.2112832913796107,0.005691463593393564,1.0,0.8435544967651367,0.7372477650642395
123,0.19085082411766052,0.005990412551909685,1.0,0.8298596739768982,0.7180809378623962
124,0.18596389393011728,0.0026217030050853887,1.0,0.8091655373573303,0.6892564296722412
125,0.22343193491299948,0.003150015603750944,1.0,0.8104146718978882,0.6907370090484619
126,0.21841530005137125,0.004699414595961571,1.0,0.8114286661148071,0.6921297907829285
127,0.24396192530790964,0.0033780017402023077,1.0,0.8138836622238159,0.6951074600219727
128,0.21199088295300803,0.0031481987486282983,1.0,0.8174991607666016,0.6999924182891846
129,0.2415414055188497,0.0030142113100737333,1.0,0.8250404000282288,0.7104830145835876
130,0.21611153582731882,0.0019266669793675344,1.0,0.8306511640548706,0.7183752655982971
131,0.2483921398719152,0.0026121819391846657,1.0,0.8327149152755737,0.7211483716964722
132,0.20912034809589386,0.0024679668713361025,1.0,0.8270827531814575,0.7132812738418579
133,0.22851374745368958,0.0024376775060469904,1.0,0.8250564336776733,0.7103986740112305
134,0.18281816939512888,0.0019462107059856255,1.0,0.8210442066192627,0.7050023078918457
135,0.17047167817751566,0.0026697885865966478,1.0,0.8165910840034485,0.6990648508071899
136,0.20908958713213602,0.00284763736029466,1.0,0.8140914440155029,0.6956990361213684
137,0.23589218159516653,0.0022398792983343205,1.0,0.8234516382217407,0.7082183361053467
138,0.19928978383541107,0.002726047532632947,1.0,0.82962965965271,0.7166351079940796
139,0.23304729660352072,0.0022118933654079833,1.0,0.8348506093025208,0.7238561511039734
140,0.19361147284507751,0.0028717751459529004,1.0,0.8349467515945435,0.7239428758621216
141,0.17962215840816498,0.0029297603759914637,1.0,0.8341615200042725,0.7228114604949951
142,0.2028996596733729,0.002404506395881375,1.0,0.8308955430984497,0.718172013759613
143,0.18752451241016388,0.002528728451579809,1.0,0.8279740214347839,0.7140468955039978
144,0.18659736712773642,0.003420848438205818,1.0,0.8257440328598022,0.7110479474067688
145,0.2328252593676249,0.002350253635086119,1.0,0.8234416842460632,0.7079532146453857
146,0.16897277534008026,0.0026099056315918765,1.0,0.822880208492279,0.7072572708129883
147,0.24963638683160147,0.002445023274049163,1.0,0.8233000040054321,0.7078912258148193
148,0.1900132348140081,0.002996064412097136,1.0,0.822500467300415,0.7069647312164307
149,0.1959406187136968,0.002854245093961557,1.0,0.8221083879470825,0.7065396308898926
150,0.18990395963191986,0.002436743893971046,1.0,0.8229365348815918,0.7078728675842285
